gene_symbol	geneid	ensemblid	geneNcbiType	geneDSI	geneDPI	genepLI	uniprotids	protein_classid	protein_class_name	disease_name	diseaseType	diseaseUMLSCUI	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseClasses_DO	diseaseClasses_HPO	numCTsupportingAssociation	numPMIDs	chemicalsIncludedInEvidence	score	yearInitial	yearFinal	evidence_level	evidence_index	diseaseid
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Acute myeloid leukemia	disease	C0023467	Hemic and Lymphatic Diseases (C15)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)|Abnormality of the immune system (02715)|Neoplasm (02664)	8	14		1	1993	2020		0.902985074626866	C0023467
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Melanoma	disease	C0025202	Neoplasms (C04)|Skin and Connective Tissue Diseases (C17)	Neoplastic Process (T191)	disease of cellular proliferation (14566)	Neoplasm (02664)	0	4		1	2007	2018		0.823204419889503	C0025202
APOE	348	ENSG00000130203	protein-coding	0.326	0.957	0.00025529	A0A0S2Z3D5|P02649			Alzheimer Disease	disease	C0002395	Mental Disorders (F03)|Nervous System Diseases (C10)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)	Abnormality of the nervous system (00707)	59	14		1	1993	2020		0.881511528608027	C0002395
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	Q53GA5|H2EHT1|K7PPA8|A0A087X1Q1|P04637|A0A087WXZ1|A0A087WT22	DTO_05007542	Transcription factor	Neoplasm, Ovarian	disease	C0919267	Urogenital Diseases (C12)|Neoplasms (C04)|Endocrine System Diseases (C19)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Abnormality of the genitourinary system (00119)|Neoplasm (02664)	4	4		1	2008	2018		0.890625	C0919267
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	C9JYS6|E7BSV0|B7Z2I3|F2YGG7|Q504U8|P00533	DTO_03300101	Kinase	Neoplasm, Ovarian	disease	C0919267	Urogenital Diseases (C12)|Neoplasms (C04)|Endocrine System Diseases (C19)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Abnormality of the genitourinary system (00119)|Neoplasm (02664)	2	2		1	2005	2012		0.929203539823009	C0919267
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WT22|Q53GA5|P04637|A0A087WXZ1|K7PPA8|A0A087X1Q1|H2EHT1	DTO_05007542	Transcription factor	Neoplasm, Pancreatic	disease	C0030297	Endocrine System Diseases (C19)|Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	2		1	2014	2015		0.907317073170732	C0030297
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	E7BSV0|C9JYS6|F2YGG7|Q504U8|P00533|B7Z2I3	DTO_03300101	Kinase	Neoplasm, Prostatic	disease	C0033578	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	6	7		1	2004	2022		0.947761194029851	C0033578
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WT22|Q53GA5|P04637|A0A087WXZ1|K7PPA8|A0A087X1Q1|H2EHT1	DTO_05007542	Transcription factor	Neoplasm, Stomach	disease	C0038356	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	3	3		1	2012	2014		0.911646586345381	C0038356
MMP2	4313	ENSG00000087245	protein-coding	0.317	0.913	6.2654e-05	P08253	DTO_05007624	Enzyme	High blood pressure	disease	C0020538	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)	3	1		1	2009	2009		0.904761904761905	C0020538
PRNP	5621	ENSG00000171867	protein-coding	0.402	0.957	0.00032079	F7VJQ1|Q53YK7|P04156			Creutzfeldt Jakob Disease	disease	C0022336	Nervous System Diseases (C10)|Infections (C01)|Mental Disorders (F03)	Disease or Syndrome (T047)	disease of anatomical entity (7)|disease by infectious agent (0050117)		2	12		1	1990	2013		0.90188679245283	C0022336
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WXZ1|Q53GA5|K7PPA8|A0A087X1Q1|H2EHT1|A0A087WT22|P04637	DTO_05007542	Transcription factor	Adrenal cortical carcinoma	disease	C0206686	Neoplasms (C04)|Endocrine System Diseases (C19)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Neoplasm (02664)|Abnormality of the endocrine system (00818)	1	7		1	1997	2016		0.8875	C0206686
IL1A	3552	ENSG00000115008	protein-coding	0.323	0.957	0.060574	P01583			Rheumatoid arthritis	disease	C0003873	Skin and Connective Tissue Diseases (C17)|Musculoskeletal Diseases (C05)|Immune System Diseases (C20)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)	10	0		1				0.88	C0003873
ESR1	2099	ENSG00000091831	protein-coding	0.297	0.957	0.99791	Q9UBT1|A0A125SXW3|H0Y4W6|A8KAF4|G4XH65|P03372	DTO_00102000	Nuclear receptor	Cancer, Breast	disease	C0006142	Skin and Connective Tissue Diseases (C17)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		1				0.912122030237581	C0006142
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	P04626|J3QLU9|X5DNK3|F5H1T4	DTO_03300101	Kinase	Breast Neoplasms	disease	C1458155	Skin and Connective Tissue Diseases (C17)|Neoplasms (C04)	Neoplastic Process (T191)		Neoplasm (02664)|Abnormality of the breast (00769)	307	63		1	2000	2022		0.916321458160729	C1458155
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Venous Thromboembolism	disease	C1861172	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)			21	1		1	2002	2002		0.851132686084142	C1861172
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Chronic lymphocytic leukemia	disease	C0023434	Immune System Diseases (C20)|Pathological Conditions, Signs and Symptoms (C23)|Neoplasms (C04)|Hemic and Lymphatic Diseases (C15)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)|Abnormality of the immune system (02715)|Neoplasm (02664)	7	7		1	2006	2016		0.909348441926346	C0023434
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	Q504U8|B7Z2I3|E7BSV0|C9JYS6|P00533|F2YGG7	DTO_03300101	Kinase	Head and Neck Neoplasms	disease	C0018671	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)	Neoplasm (02664)	27	6		1	2003	2016		0.948979591836735	C0018671
APOE	348	ENSG00000130203	protein-coding	0.326	0.957	0.00025529	P02649|A0A0S2Z3D5			Hypercholesteremias	disease	C0020443	Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)		Abnormality of metabolism/homeostasis (01939)	4	4		1	2001	2012		0.902255639097744	C0020443
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Multiple Myeloma	disease	C0026764	Cardiovascular Diseases (C14)|Immune System Diseases (C20)|Hemic and Lymphatic Diseases (C15)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)|Neoplasm (02664)	1	3		1	2002	2016		0.849056603773585	C0026764
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WXZ1|A0A087X1Q1|A0A087WT22|Q53GA5|K7PPA8|H2EHT1	DTO_05007542	Transcription factor	Colorectal Neoplasm	disease	C0009404	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	4	11		1	2003	2016		0.899461400359066	C0009404
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	Q53GA5|H2EHT1|K7PPA8|A0A087X1Q1|P04637|A0A087WXZ1|A0A087WT22	DTO_05007542	Transcription factor	SQUAMOUS CELL CARCINOMA, HEAD AND NECK	disease	C1168401	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		4	4		1	2014	2019		0.922448979591837	C1168401
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087WT22|H2EHT1|A0A087X1Q1|K7PPA8|A0A087WXZ1|Q53GA5	DTO_05007542	Transcription factor	Lung Neoplasm	disease	C0024121	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the respiratory system (02086)|Neoplasm (02664)	3	8		1	1994	2015		0.900763358778626	C0024121
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	X5DNK3|J3QLU9|P04626|F5H1T4	DTO_03300101	Kinase	Neoplasm, Prostatic	disease	C0033578	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	6	3		1	2001	2007		0.880829015544041	C0033578
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	P04626|F5H1T4|X5DNK3|J3QLU9	DTO_03300101	Kinase	Malignant neoplasm of stomach	disease	C0024623	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	2		1	2004	2007		0.917105263157895	C0024623
SHBG	6462	ENSG00000129214	protein-coding	0.394	0.957	3.2547e-11	P04278|B0FWH2|I3L145|B0FWH8			Syndrome X, Reaven	disease	C0524620	Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)	genetic disease (630)|syndrome (225)		2	2		1	2007	2007		0.908333333333333	C0524620
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	F5H1T4|J3QLU9|P04626|X5DNK3	DTO_03300101	Kinase	Malignant neoplasm of bladder	disease	C0005684	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	1		1	2021	2021		0.949152542372881	C0005684
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Thrombophilia	disease	C0398623	Hemic and Lymphatic Diseases (C15)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)	5	1		1	2006	2006		0.910979228486647	C0398623
ASS1	445	ENSG00000130707	protein-coding	0.487	0.87	1.3731e-18	Q5T6L4|P00966	DTO_05007624	Enzyme	CTLN1	disease	C4721769	Nutritional and Metabolic Diseases (C18)|Nervous System Diseases (C10)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)	Disease or Syndrome (T047)	disease of metabolism (0014667)|genetic disease (630)		0	77		1	1967	2024		0.972222222222222	C4721769
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	P04637|A0A087X1Q1|Q53GA5|H2EHT1|A0A087WXZ1|A0A087WT22|K7PPA8	DTO_05007542	Transcription factor	Squamous cell carcinoma of esophagus	disease	C0279626	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		2	2		1	2006	2014		0.943037974683544	C0279626
APOE	348	ENSG00000130203	protein-coding	0.326	0.957	0.00025529	A0A0S2Z3D5|P02649			Coronary Disease	disease	C0010068	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)		3	1		1	2000	2000		0.91	C0010068
ESR1	2099	ENSG00000091831	protein-coding	0.297	0.957	0.99791	A8KAF4|Q9UBT1|H0Y4W6|P03372|A0A125SXW3|G4XH65	DTO_00102000	Nuclear receptor	Endometrial Neoplasm	disease	C0014170	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		9	1		0.95	2013	2013		0.87890625	C0014170
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	F5H1T4|J3QLU9|P04626|X5DNK3	DTO_03300101	Kinase	Renal cell carcinoma	disease	C0007134	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	1	1		0.95	2000	2000		0.914285714285714	C0007134
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	X5DNK3|F5H1T4|J3QLU9|P04626	DTO_03300101	Kinase	Malignant neoplasm of prostate	disease	C0376358	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	0	9		0.95	2002	2022		0.886138613861386	C0376358
HMGB1	3146	ENSG00000189403	protein-coding	0.36	0.957	0.99972	P09429	DTO_05007557	Nucleic acid binding	Inflammations	phenotype	C0021368	Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			4	5		0.95	2011	2013		0.943478260869565	C0021368
HMGB1	3146	ENSG00000189403	protein-coding	0.36	0.957	0.99972	P09429	DTO_05007557	Nucleic acid binding	Sepsis	disease	C0243026	Pathological Conditions, Signs and Symptoms (C23)|Infections (C01)	Disease or Syndrome (T047)	disease by infectious agent (0050117)		2	2		0.95	2009	2013		0.982608695652174	C0243026
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	F2YGG7|B7Z2I3|Q504U8|P00533|E7BSV0|C9JYS6	DTO_03300101	Kinase	Bronchiolo-alveolar adenocarcinoma	disease	C0007120	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the respiratory system (02086)	3	0		0.95				0.846153846153846	C0007120
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	P04626|F5H1T4|X5DNK3|J3QLU9	DTO_03300101	Kinase	Lung Neoplasm	disease	C0024121	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the respiratory system (02086)|Neoplasm (02664)	32	1		0.95	2002	2002		0.9375	C0024121
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WT22|Q53GA5|P04637|A0A087WXZ1|K7PPA8|A0A087X1Q1|H2EHT1	DTO_05007542	Transcription factor	Neuroblastoma	disease	C0027819	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the nervous system (00707)|Neoplasm (02664)	1	3		0.95	1993	2016		0.810344827586207	C0027819
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	Q53GA5|H2EHT1|K7PPA8|A0A087X1Q1|P04637|A0A087WXZ1|A0A087WT22	DTO_05007542	Transcription factor	Sarcoma	disease	C1261473	Neoplasms (C04)	Neoplastic Process (T191)		Neoplasm (02664)	1	0		0.95				0.878453038674033	C1261473
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Liver cell carcinoma	disease	C2239176	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the digestive system (25031)	10	1		0.95	1987	1987		0.918478260869565	C2239176
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	F2YGG7|B7Z2I3|Q504U8|P00533|E7BSV0|C9JYS6	DTO_03300101	Kinase	Neoplasm, Bladder	disease	C0005695	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	6	2		0.95	2002	2013		0.942528735632184	C0005695
GP1BA	2811	ENSG00000185245	protein-coding	0.506	0.87	0.09978	P07359|L7UYB8	DTO_05007575	Receptor	Thrombocytopenia	disease	C0040034	Hemic and Lymphatic Diseases (C15)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)	1	1		0.95	2019	2019		0.952380952380952	C0040034
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	C9JYS6|E7BSV0|B7Z2I3|F2YGG7|Q504U8|P00533	DTO_03300101	Kinase	SQUAMOUS CELL CARCINOMA, HEAD AND NECK	disease	C1168401	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		20	5		0.95	2010	2016		0.939907550077042	C1168401
ERBB2	2064	ENSG00000141736	protein-coding	0.298	0.957	0.059432	J3QLU9|F5H1T4|P04626|X5DNK3	DTO_03300101	Kinase	Colorectal Neoplasm	disease	C0009404	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	10	2		0.95	2012	2016		0.888446215139442	C0009404
PARP1	142	ENSG00000143799	protein-coding	0.366	0.957	0.99939	P09874			Breast Neoplasms	disease	C1458155	Skin and Connective Tissue Diseases (C17)|Neoplasms (C04)	Neoplastic Process (T191)		Neoplasm (02664)|Abnormality of the breast (00769)	14	1		0.95	2011	2011		0.948586118251928	C1458155
ABCB1	5243	ENSG00000085563	protein-coding	0.326	0.957	1.7784e-05	P08183|A4D1D2	DTO_05007405	Transporter	neurotoxicity	disease	C0235032	Chemically-Induced Disorders (C25)|Nervous System Diseases (C10)	Injury or Poisoning (T037)	disease of anatomical entity (7)		1	1		0.95	2002	2002		0.91304347826087	C0235032
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Infarctions, Myocardial	disease	C0027051	Pathological Conditions, Signs and Symptoms (C23)|Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)	4	3		0.95	1997	1999		0.766666666666667	C0027051
F2	2147	ENSG00000180210	protein-coding	0.333	0.957		P00734			Thromboembolism	phenotype	C0040038	Cardiovascular Diseases (C14)	Pathologic Function (T046)		Abnormality of blood and blood-forming tissues (01871)	31	1		0.95	2003	2003		0.825	C0040038
APOE	348	ENSG00000130203	protein-coding	0.326	0.957	0.00025529	P02649|A0A0S2Z3D5			Hyperlipoproteinemia	disease	C0020476	Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)	genetic disease (630)|disease of metabolism (0014667)	Abnormality of metabolism/homeostasis (01939)	1	4		0.95	2002	2010		0.96	C0020476
APOE	348	ENSG00000130203	protein-coding	0.326	0.957	0.00025529	P02649|A0A0S2Z3D5			High blood pressure	disease	C0020538	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)	1	2		0.95	2010	2012		0.836879432624114	C0020538
EGFR	1956	ENSG00000146648	protein-coding	0.265	0.957	0.98131	F2YGG7|B7Z2I3|Q504U8|P00533|E7BSV0|C9JYS6	DTO_03300101	Kinase	Cervical Neoplasm	disease	C0007873	Urogenital Diseases (C12)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the genitourinary system (00119)	5	3		0.95	2008	2011		0.95	C0007873
PARP1	142	ENSG00000143799	protein-coding	0.366	0.957	0.99939	P09874			Neoplasm, Prostatic	disease	C0033578	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Neoplasm (02664)|Abnormality of the genitourinary system (00119)	6	1		0.95	2004	2004		0.972222222222222	C0033578
TP53	7157	ENSG00000141510	protein-coding	0.256	0.957	0.99795	A0A087WXZ1|Q53GA5|K7PPA8|A0A087X1Q1|H2EHT1|A0A087WT22|P04637	DTO_05007542	Transcription factor	small cell carcinoma of lung	disease	C0149925	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Neoplasm (02664)|Abnormality of the respiratory system (02086)	0	4		0.95	2012	2016		0.929078014184397	C0149925
